hex_id,Manu,Model,engnum,Engmanu,Engtype,Engmodel,Fueltype,Airframe,Propmanu,Propmodel,MTOW,ICAOtypedesig
7C1CE4,PILATUS AIRCRAFT LTD.,PC-24,2,WILLIAMS INTERNATIONAL,Turbofan,FJ44-4A-QPM9,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,8300,PC24
7C2699,FAIRCHILD INDUSTRIES INC,SA227-DC,2,GARRETT TURBINE ENGINE CO,Turboprop,TPE331-12,Kerosene,Power Driven Aeroplane,MCCAULEY PROPELLERS,4HFR34C652(),7484,SW4
7C293D,CESSNA AIRCRAFT COMPANY,182T,1,TEXTRON LYCOMING,Piston,CF34-10E5A1,Gasoline,Power Driven Aeroplane,MCCAULEY PROPELLERS,B3D36C431,1400,C182
7C29D4,THE BOEING COMPANY,737-8SA,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B27E ,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C29D8,THE BOEING COMPANY,737-8SA,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B27E ,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C29DA,THE BOEING COMPANY,737-8SA,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B27E ,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C2BA8,THE BOEING COMPANY,737-8SA,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B27E ,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C2BAF,THE BOEING COMPANY,737-8SA,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B27E ,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C2BB0,THE BOEING COMPANY,737-800,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B27E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C2BC5,THE BOEING COMPANY,737-8SA,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B27E ,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C2BEE,BOMBARDIER INC,DHC-8-402,2,PRATT & WHITNEY CANADA,Turboprop,PW150A,Kerosene,Power Driven Aeroplane,DOWTY-ROTOL LIMITED,R408/6-123-F/17,29574,DH8D
7C2BF9,BOMBARDIER INC,DHC-8-402,2,PRATT & WHITNEY CANADA,Turboprop,PW150A,Kerosene,Power Driven Aeroplane,DOWTY-ROTOL LIMITED,R408/6-123-F/17,29574,DH8D
7C2F0C,PILATUS AIRCRAFT LTD,PC-12/47E,1,PRATT & WHITNEY CANADA,Turboprop,PT6A-67P,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-E4A-3D/E10477SK,4740,PC12
7C2F54,PILATUS AIRCRAFT LTD.,PC-12/47E,1,"PRATT & WHITNEY CANADA, INC.",Turboprop,PT6E-67XP,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLER INC.,HC-E5A-31A/NC10245B,4740,PC12
7C30AF,PIPER AIRCRAFT CORP,PA-31,2,TEXTRON LYCOMING,Piston,TIO-540,Gasoline,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-E2YK-2B,2948,PA31
7C3336,HAWKER BEECHCRAFT CORPORATION,95-B55,2,TELEDYNE-CONTINENTAL MOTORS,Piston,IO-470,Gasoline,Power Driven Aeroplane,MCCAULEY PROPELLERS,2AF36C89,2313,BE55
7C3929,HAWKER BEECHCRAFT CORPORATION,B200,2,PRATT & WHITNEY CANADA,Turboprop,PT6A-42,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-B3TN-3,5670,BE20
7C3A50,BELL HELICOPTER CO,412,2,PRATT & WHITNEY CANADA,Turboshaft,PT6T-3B,Kerosene,Rotorcraft,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,5262,B412
7C3F0A,TEXTRON AVIATION INC.,B300C,2,PRATT & WHITNEY CANADA,Turboprop,PT6A-60A,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-B4MP-3C,6804,B350
7C3FCB,HAWKER BEECHCRAFT CORPORATION,B200C,2,PRATT & WHITNEY CANADA,Turboprop,PT6A-42,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-D4N-3A,6100,BE20
7C4028,FAIRCHILD INDUSTRIES INC,SA227-DC,2,GARRETT TURBINE ENGINE CO,Turboprop,TPE331-12,Kerosene,Power Driven Aeroplane,MCCAULEY PROPELLERS,4HFR34C652-G,7484,SW4
7C4203,THE BOEING COMPANY,737-7K2,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,70080,B737
7C4209,THE BOEING COMPANY,737-7K2,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,70080,B737
7C4316,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,EMB-505,2,PRATT & WHITNEY CANADA,Turbofan,PW535E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,8150,E55P
7C4319,BRITISH AEROSPACE PLC,BAE 146-300,4,TEXTRON LYCOMING,Turbofan,ALF 502R,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,44225,B463
7C4320,BRITISH AEROSPACE PLC,BAE 146-300,4,HONEYWELL INTERNATIONAL INC.,Turbofan,ALF502-R-5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,44225,B463
7C4329,THE BOEING COMPANY,737-7K2,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,70080,B737
7C480D,DASSAULT AVIATION,FALCON 2000EX,2,PRATT & WHITNEY CANADA INC,Turbofan,PW308C,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,19413,F2TH
7C4877,SAAB AIRCRAFT AB,340B,2,GENERAL ELECTRIC COMPANY,Turboprop,CT7-9B,Kerosene,Power Driven Aeroplane,DOWTY PROPELLERS,R.390/4-123-F/27,13155,SF34
7C495B,S.A.A.B. AIRCRAFT CO,340B,2,GENERAL ELECTRIC COMPANY,Turboprop,CT7-9B,Kerosene,Power Driven Aeroplane,DOWTY PROPELLERS,R.389/4-123-F/26,13155,SF34
7C49DA,ISRAEL AIRCRAFT INDUSTRIES LTD,GULFSTREAM G150,2,HONEYWELL INTERNATIONAL INC.,Turbofan,TFE 731-40AR-200G,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,11907,G150
7C4A46,FAIRCHILD INDUSTRIES INC,SA227-DC,2,GARRETT TURBINE ENGINE CO,Turboprop,TPE331-12,Kerosene,Power Driven Aeroplane,MCCAULEY PROPELLERS,4HFR34C652(),7484,SW4
7C4BF2,CESSNA AIRCRAFT COMPANY,510,2,"PRATT & WHITNEY CANADA, INC.",Turbofan,PW615F-A,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,3921,C510
7C4BF6,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C531C,AIRBUS INDUSTRIE,A330-303,2,GENERAL ELECTRIC COMPANY,Turbofan,CF6-80E1A2,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,202000,A333
7C5356,FOKKER B.V.,F28 MK 0070,2,ROLLS ROYCE LTD,Turbofan,TAY 620-15,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,41730,F70
7C56B7,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C5852,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C5856,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C585F,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C5963,S.A.A.B. AIRCRAFT CO,340B,2,GENERAL ELECTRIC COMPANY,Turboprop,CT7-9B,Kerosene,Power Driven Aeroplane,DOWTY-ROTOL LIMITED,R375/4-123-F/21,13155,SF34
7C5B4C,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-23,19500,DH8C
7C5B4D,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-15,19500,DH8C
7C5B57,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-15,19500,DH8C
7C5B5A,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-23,19500,DH8C
7C5E4D,FAIRCHILD INDUSTRIES INC,SA227-DC,2,GARRETT TURBINE ENGINE CO,Turboprop,TPE331-12,Kerosene,Power Driven Aeroplane,MCCAULEY PROPELLERS,4HFR34C652(),7484,SW4
7C6087,PILATUS AIRCRAFT LTD.,PC-12/47E,1,"PRATT & WHITNEY CANADA, INC.",Turboprop,PT6E-67XP,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLER INC.,HC-E5A-31A/NC10245B,4740,PC12
7C60D8,CESSNA AIRCRAFT COMPANY,525A,2,WILLIAMS INTERNATIONAL,Turbofan,FJ44-2C,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,5613,C25A
7C6274,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-15,19500,DH8C
7C6275,CESSNA AIRCRAFT COMPANY,208B,1,PRATT & WHITNEY CANADA,Turboprop,PT6A-140,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLER INC.,HC-B3TN-3AF/T10890CN,3995,C208
7C6277,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-15,19500,DH8C
7C627A,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-15,19500,DH8C
7C627B,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-15,19500,DH8C
7C627C,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-15,19500,DH8C
7C6289,BOMBARDIER INC,DHC-8-315,2,PRATT & WHITNEY CANADA,Turboprop,PW123E,Kerosene,Power Driven Aeroplane,HAMILTON STANDARD,14SF-15,19500,DH8C
7C629F,CIRRUS DESIGN CORPORATION,SR22,1,TELEDYNE-CONTINENTAL MOTORS,Piston,IO-550-N,Gasoline,Power Driven Aeroplane,HARTZELL PROPELLERS,PHC-J3YF-1RF,1530,SR22
7C6699,ROCKWELL INTERNATIONAL,500-S,2,TEXTRON LYCOMING,Piston,IO-540,Gasoline,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-C3YR-2UF,3357,AC50
7C6781,FOKKER AIRCRAFT B.V.,F28MK0100,2,ROLLS ROYCE LTD,Turbofan,TAY 650-15,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,45810,F100
7C6786,FOKKER AIRCRAFT B.V.,F28MK0100,2,ROLLS ROYCE LTD,Turbofan,TAY 650-15,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,44450,F100
7C6796,FOKKER AIRCRAFT B.V.,F28MK0100,2,ROLLS ROYCE LTD,Turbofan,TAY 650-15,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,44450,F100
7C67B7,BEECH AIRCRAFT CORP,B200,2,PRATT & WHITNEY CANADA,Turboprop,PT6A-42,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-D4N-3A,5670,BE20
7C68A1,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68A5,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68A8,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68AD,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68AE,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68B4,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68B6,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68B8,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68B9,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68C7,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68C9,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68CB,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68CC,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68CE,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C68D4,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C6A62,BELL HELICOPTER TEXTRON CANADA LTD,412EP,2,PRATT & WHITNEY CANADA,Turboshaft,PT6T-3D,Kerosene,Rotorcraft,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,5397,B412
7C6A8C,THE BOEING COMPANY,737-7FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B22,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,70080,B737
7C6A8D,THE BOEING COMPANY,737-7FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B22,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,70080,B737
7C6B07,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6B0C,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6B0D,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6B0E,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
