filename,duration,date,fold,class,hex_id,original_fold
7C6C9A_2022-12-08_19-34-43_0_0.wav,50,2022-12-08,1,1,7C6C9A,0
06A2B1_2022-12-08_19-55-46_0_0.wav,60,2022-12-08,0,1,06A2B1,0
7C7C9B_2022-12-08_20-04-08_0_0.wav,45,2022-12-08,2,1,7C7C9B,0
7C68CE_2022-12-08_20-16-15_0_0.wav,40,2022-12-08,0,1,7C68CE,0
7C6D9E_2022-12-08_20-19-02_0_0.wav,50,2022-12-08,0,1,7C6D9E,0
7C585F_2022-12-08_20-28-55_0_0.wav,45,2022-12-08,1,1,7C585F,0
7C1A29_2022-12-08_20-32-21_0_0.wav,50,2022-12-08,1,1,7C1A29,0
7C6D9A_2022-12-08_20-47-44_0_0.wav,60,2022-12-08,1,1,7C6D9A,0
7C7701_2022-12-08_20-59-07_0_0.wav,60,2022-12-08,1,1,7C7701,0
7C6C52_2022-12-08_21-02-58_0_0.wav,60,2022-12-08,1,1,7C6C52,0
7C6DD4_2022-12-11_09-24-18_0_0.wav,50,2022-12-11,0,1,7C6DD4,0
750262_2022-12-11_09-48-28_0_0.wav,55,2022-12-11,1,1,750262,0
7C7C9C_2022-12-11_09-59-11_0_0.wav,55,2022-12-11,2,1,7C7C9C,0
7C6DB9_2022-12-11_10-10-06_0_0.wav,60,2022-12-11,0,1,7C6DB9,0
7C68A5_2022-12-11_10-13-59_0_0.wav,50,2022-12-11,0,1,7C68A5,0
7C7AA0_2022-12-11_10-51-23_0_0.wav,45,2022-12-11,2,1,7C7AA0,0
7C764C_2022-12-11_10-57-21_0_0.wav,60,2022-12-11,2,1,7C764C,0
7C6DB8_2022-12-11_11-00-57_0_0.wav,55,2022-12-11,1,1,7C6DB8,0
C827F0_2022-12-11_11-19-47_0_0.wav,60,2022-12-11,0,1,C827F0,0
7C68B6_2022-12-11_11-24-47_0_0.wav,45,2022-12-11,2,1,7C68B6,0
7C6D2E_2022-12-11_11-29-45_0_0.wav,60,2022-12-11,2,1,7C6D2E,0
7C79B7_2022-12-11_11-36-08_0_0.wav,60,2022-12-11,0,1,7C79B7,0
7C6781_2022-12-11_12-06-40_0_0.wav,60,2022-12-11,1,1,7C6781,0
7C7C53_2022-12-11_12-16-10_0_0.wav,55,2022-12-11,0,1,7C7C53,0
7C6B17_2022-12-11_12-26-57_0_0.wav,60,2022-12-11,0,1,7C6B17,0
7C30AF_2022-12-11_12-30-42_0_0.wav,60,2022-12-11,2,1,7C30AF,0
7C56B7_2022-12-11_12-56-50_0_0.wav,55,2022-12-11,2,1,7C56B7,0
7C7C98_2022-12-11_13-10-36_0_0.wav,60,2022-12-11,2,1,7C7C98,0
7C6C52_2022-12-11_13-15-15_0_0.wav,50,2022-12-11,2,1,7C6C52,0
7C6D97_2022-12-11_13-17-21_0_0.wav,55,2022-12-11,0,1,7C6D97,0
7C6D8C_2022-12-11_13-28-32_0_0.wav,60,2022-12-11,0,1,7C6D8C,0
06A2B1_2022-12-11_13-33-24_0_0.wav,55,2022-12-11,0,1,06A2B1,0
7C7BCF_2022-12-11_13-38-47_0_0.wav,50,2022-12-11,1,1,7C7BCF,0
06A1BD_2022-12-12_13-38-31_0_1.wav,50,2022-12-12,2,1,06A1BD,0
7C68CE_2022-12-12_13-45-16_0_1.wav,45,2022-12-12,2,1,7C68CE,0
7C6D27_2022-12-12_13-52-30_0_1.wav,50,2022-12-12,1,1,7C6D27,0
7C56B7_2022-12-12_13-56-07_0_1.wav,50,2022-12-12,1,1,7C56B7,0
7C68A5_2022-12-12_14-23-15_0_1.wav,50,2022-12-12,2,1,7C68A5,0
7C6C9F_2022-12-12_14-26-30_0_1.wav,60,2022-12-12,2,1,7C6C9F,0
7C68D4_2022-12-12_14-29-37_0_1.wav,50,2022-12-12,1,1,7C68D4,0
7C764C_2022-12-12_14-38-23_0_1.wav,60,2022-12-12,0,1,7C764C,0
7C5E4D_2022-12-12_14-42-23_0_1.wav,50,2022-12-12,0,1,7C5E4D,0
7C7803_2022-12-12_14-45-34_0_1.wav,45,2022-12-12,1,1,7C7803,0
7C6D96_2022-12-12_15-04-22_0_1.wav,50,2022-12-12,2,1,7C6D96,0
7C7A38_2022-12-12_15-22-59_0_1.wav,45,2022-12-12,0,1,7C7A38,0
7C68C7_2022-12-12_15-32-12_0_1.wav,45,2022-12-12,2,1,7C68C7,0
7C1CA2_2022-12-12_16-03-17_0_1.wav,55,2022-12-12,2,1,7C1CA2,0
7C6DB7_2022-12-12_16-12-21_0_1.wav,55,2022-12-12,2,1,7C6DB7,0
7C779B_2022-12-12_16-16-21_0_1.wav,50,2022-12-12,2,1,7C779B,0
7C7777_2022-12-12_16-19-54_0_1.wav,50,2022-12-12,2,1,7C7777,0
7C1C95_2022-12-12_16-50-25_0_1.wav,55,2022-12-12,1,1,7C1C95,0
7C1B2B_2022-12-12_17-15-39_0_1.wav,40,2022-12-12,0,1,7C1B2B,0
7C2BF9_2022-12-12_17-20-27_0_1.wav,60,2022-12-12,2,1,7C2BF9,0
7C779A_2022-12-12_17-31-52_0_1.wav,55,2022-12-12,0,1,7C779A,0
7C7C9B_2022-12-12_17-37-29_0_1.wav,50,2022-12-12,1,1,7C7C9B,0
7C6B17_2022-12-12_17-45-34_0_1.wav,55,2022-12-12,0,1,7C6B17,0
7C2BEE_2022-12-12_17-48-12_0_1.wav,40,2022-12-12,1,1,7C2BEE,0
7C6D36_2022-12-12_17-52-04_0_1.wav,45,2022-12-12,1,1,7C6D36,0
7C6D33_2022-12-12_17-54-43_0_1.wav,50,2022-12-12,0,1,7C6D33,0
7C7CD1_2022-12-12_18-00-03_0_1.wav,50,2022-12-12,1,1,7C7CD1,0
7C6D9C_2022-12-12_18-08-08_0_1.wav,45,2022-12-12,2,1,7C6D9C,0
7C80FF_2022-12-12_18-11-58_0_1.wav,60,2022-12-12,1,1,7C80FF,0
7C6D8C_2022-12-12_18-19-39_0_1.wav,55,2022-12-12,0,1,7C6D8C,0
7C68B6_2022-12-12_18-30-55_0_1.wav,45,2022-12-12,2,1,7C68B6,0
7C6A8C_2022-12-12_18-38-16_0_1.wav,50,2022-12-12,1,1,7C6A8C,0
7C6DE8_2022-12-12_18-41-10_0_1.wav,55,2022-12-12,2,1,7C6DE8,0
7C7AD6_2022-12-12_18-44-09_0_1.wav,60,2022-12-12,2,1,7C7AD6,0
7C6D9F_2022-12-12_18-49-54_0_1.wav,50,2022-12-12,0,1,7C6D9F,0
7C15AB_2022-12-12_18-53-03_0_1.wav,55,2022-12-12,0,1,7C15AB,0
7C6D31_2022-12-12_19-11-57_0_1.wav,50,2022-12-12,1,1,7C6D31,0
7C6D27_2022-12-12_19-25-02_0_1.wav,40,2022-12-12,0,1,7C6D27,0
7C6DE0_2022-12-12_19-41-25_0_1.wav,60,2022-12-12,1,1,7C6DE0,0
7C68C7_2022-12-12_20-15-55_0_1.wav,55,2022-12-12,2,1,7C68C7,0
7C1A29_2022-12-12_20-19-02_0_1.wav,60,2022-12-12,1,1,7C1A29,0
7C29D8_2022-12-12_20-21-35_0_1.wav,60,2022-12-12,1,1,7C29D8,0
7C5856_2022-12-12_20-29-56_0_1.wav,50,2022-12-12,2,1,7C5856,0
7C779A_2022-12-12_21-19-17_0_1.wav,60,2022-12-12,2,1,7C779A,0
7C6C9F_2022-12-12_21-24-55_0_1.wav,60,2022-12-12,2,1,7C6C9F,0
7C5856_2022-12-15_12-45-19_0_1.wav,50,2022-12-15,0,1,7C5856,0
7C6C25_2022-12-15_12-49-40_0_1.wav,60,2022-12-15,0,1,7C6C25,0
7C7AB6_2022-12-15_13-05-55_0_1.wav,55,2022-12-15,0,1,7C7AB6,0
7C6DB6_2022-12-15_13-08-49_0_1.wav,50,2022-12-15,0,1,7C6DB6,0
7C6DB2_2022-12-15_13-12-50_0_1.wav,55,2022-12-15,0,1,7C6DB2,0
7C79B4_2022-12-15_13-19-17_0_1.wav,55,2022-12-15,1,1,7C79B4,0
7C7A3F_2022-12-15_13-32-30_0_1.wav,50,2022-12-15,1,1,7C7A3F,0
7C79B4_2022-12-15_13-41-58_0_1.wav,60,2022-12-15,1,1,7C79B4,0
7C7530_2022-12-15_13-49-02_0_1.wav,60,2022-12-15,1,1,7C7530,0
C822C4_2022-12-15_14-05-52_0_1.wav,50,2022-12-15,0,1,C822C4,0
7C6D27_2022-12-15_14-14-47_0_1.wav,50,2022-12-15,1,1,7C6D27,0
7C779A_2022-12-15_14-39-39_0_1.wav,45,2022-12-15,0,1,7C779A,0
7C7CD0_2022-12-15_14-51-01_0_1.wav,60,2022-12-15,1,1,7C7CD0,0
7C68CE_2022-12-15_14-53-46_0_1.wav,40,2022-12-15,1,1,7C68CE,0
7C7651_2022-12-15_14-56-58_0_1.wav,60,2022-12-15,2,1,7C7651,0
7C7800_2022-12-15_15-13-49_0_1.wav,60,2022-12-15,1,1,7C7800,0
7C7AAB_2022-12-15_15-49-49_0_1.wav,60,2022-12-15,1,1,7C7AAB,0
7C6D91_2022-12-15_16-29-36_0_1.wav,50,2022-12-15,0,1,7C6D91,0
7C5E4D_2022-12-15_16-33-52_0_1.wav,50,2022-12-15,1,1,7C5E4D,0
7C5B5A_2022-12-15_17-01-39_0_1.wav,50,2022-12-15,0,1,7C5B5A,0
7C6DEB_2022-12-15_17-08-35_0_1.wav,50,2022-12-15,2,1,7C6DEB,0
7C6C56_2022-12-15_17-10-50_0_1.wav,60,2022-12-15,1,1,7C6C56,0
7C3A50_2022-12-15_17-31-08_0_1.wav,60,2022-12-15,2,1,7C3A50,0
7C2F54_2022-12-15_17-44-46_0_1.wav,50,2022-12-15,0,1,7C2F54,0
7C6C29_2022-12-15_17-49-08_0_1.wav,60,2022-12-15,2,1,7C6C29,0
7C6DDD_2022-12-15_17-56-23_0_1.wav,55,2022-12-15,2,1,7C6DDD,0
7C7CD1_2022-12-15_18-04-32_0_1.wav,60,2022-12-15,2,1,7C7CD1,0
7C7BCC_2022-12-15_18-09-28_0_1.wav,35,2022-12-15,0,1,7C7BCC,0
7C6D93_2022-12-15_18-32-14_0_1.wav,50,2022-12-15,1,1,7C6D93,0
7C779B_2022-12-15_18-34-43_0_1.wav,50,2022-12-15,0,1,7C779B,0
7C6A8D_2022-12-15_18-42-50_0_1.wav,45,2022-12-15,1,1,7C6A8D,0
7C779A_2022-12-15_18-47-46_0_1.wav,50,2022-12-15,2,1,7C779A,0
7C7A49_2022-12-15_19-06-41_0_1.wav,60,2022-12-15,1,1,7C7A49,0
7C15AB_2022-12-15_19-35-36_0_1.wav,50,2022-12-15,0,1,7C15AB,0
7C1A29_2022-12-15_19-55-45_0_1.wav,60,2022-12-15,0,1,7C1A29,0
7C6D30_2022-12-15_20-02-17_0_1.wav,60,2022-12-15,2,1,7C6D30,0
7C6DB6_2022-12-15_20-04-38_0_1.wav,60,2022-12-15,1,1,7C6DB6,0
7C5B5A_2022-12-15_20-16-10_0_1.wav,60,2022-12-15,2,1,7C5B5A,0
7C4877_2022-12-15_20-20-32_0_1.wav,60,2022-12-15,2,1,7C4877,0
06A2B8_2022-12-15_20-24-51_0_1.wav,60,2022-12-15,2,1,06A2B8,0
7C585F_2022-12-15_20-27-01_0_1.wav,45,2022-12-15,2,1,7C585F,0
7C6DBA_2022-12-15_20-37-27_0_1.wav,55,2022-12-15,2,1,7C6DBA,0
7C68CE_2022-12-15_21-10-30_0_1.wav,55,2022-12-15,1,1,7C68CE,0
7C7BD1_2022-12-15_21-39-45_0_1.wav,60,2022-12-15,0,1,7C7BD1,0
7C6D33_2022-12-15_21-48-48_0_1.wav,55,2022-12-15,2,1,7C6D33,0
7C6D32_2022-12-15_21-52-03_0_1.wav,60,2022-12-15,2,1,7C6D32,0
7C6DB5_2022-12-15_22-10-48_0_1.wav,60,2022-12-15,2,1,7C6DB5,0
7C7651_2022-12-15_22-18-32_0_1.wav,60,2022-12-15,1,1,7C7651,0
7C6C9F_2022-12-15_22-23-26_0_1.wav,60,2022-12-15,1,1,7C6C9F,0
7C6D98_2022-12-15_22-32-15_0_1.wav,60,2022-12-15,2,1,7C6D98,0
7C2BC5_2022-12-15_22-36-50_0_1.wav,60,2022-12-15,1,1,7C2BC5,0
7C7777_2022-12-15_22-38-47_0_1.wav,55,2022-12-15,2,1,7C7777,0
7C68D4_2022-12-15_22-41-36_0_1.wav,60,2022-12-15,1,1,7C68D4,0
7C6B17_2022-12-15_23-10-13_0_1.wav,60,2022-12-15,2,1,7C6B17,0
7C1CA2_2022-12-15_23-14-25_0_1.wav,45,2022-12-15,2,1,7C1CA2,0
7C6D98_2022-12-16_06-30-51_0_1.wav,50,2022-12-16,0,1,7C6D98,0
C82337_2022-12-16_06-43-12_0_1.wav,50,2022-12-16,2,1,C82337,0
7C68C7_2022-12-16_06-44-58_0_1.wav,50,2022-12-16,1,1,7C68C7,0
7C7777_2022-12-16_06-51-25_0_1.wav,50,2022-12-16,1,1,7C7777,0
7C6A8D_2022-12-16_06-52-47_0_1.wav,60,2022-12-16,0,1,7C6A8D,0
7C80AD_2022-12-16_06-56-47_0_1.wav,55,2022-12-16,2,1,7C80AD,0
7C6B17_2022-12-16_06-59-52_0_1.wav,55,2022-12-16,2,1,7C6B17,0
7C6DB0_2022-12-16_07-37-17_0_1.wav,50,2022-12-16,2,1,7C6DB0,0
7C6DDF_2022-12-16_07-47-22_0_1.wav,60,2022-12-16,0,1,7C6DDF,0
7C7C9C_2022-12-16_07-50-03_0_1.wav,50,2022-12-16,2,1,7C7C9C,0
7C7701_2022-12-16_07-55-40_0_1.wav,60,2022-12-16,2,1,7C7701,0
7C77D9_2023-03-01_13-29-31_1_1.wav,25,2023-03-01,0,1,7C77D9,0
7C5B4D_2023-03-01_13-37-12_1_1.wav,20,2023-03-01,1,1,7C5B4D,0
7C07CD_2023-03-01_13-39-41_1_1.wav,30,2023-03-01,1,1,7C07CD,0
7C7773_2023-03-01_13-51-22_1_1.wav,25,2023-03-01,0,1,7C7773,0
7C3A50_2023-03-01_14-01-01_1_1.wav,30,2023-03-01,0,1,7C3A50,0
7C3A50_2023-03-01_14-10-05_1_1.wav,40,2023-03-01,1,1,7C3A50,0
7C6D29_2023-03-01_14-12-20_1_1.wav,30,2023-03-01,1,1,7C6D29,0
7C6DBA_2023-03-01_14-13-40_1_1.wav,25,2023-03-01,2,1,7C6DBA,0
7C6DA0_2023-03-01_14-15-07_1_1.wav,20,2023-03-01,1,1,7C6DA0,0
7C7BC7_2023-04-03_08-35-33_0_1.wav,50,2023-04-03,0,1,7C7BC7,0
7C7AAC_2023-04-03_09-31-44_0_1.wav,30,2023-04-03,2,1,7C7AAC,0
7C6D24_2023-04-04_12-51-00_0_1.wav,60,2023-04-04,1,1,7C6D24,0
7C7AA1_2023-04-04_12-58-55_0_1.wav,60,2023-04-04,2,1,7C7AA1,0
7C752F_2023-04-04_13-20-12_0_1.wav,60,2023-04-04,2,1,7C752F,0
7C56B7_2023-04-04_13-27-48_0_1.wav,55,2023-04-04,2,1,7C56B7,0
7C6DBB_2023-04-04_13-31-56_0_1.wav,55,2023-04-04,0,1,7C6DBB,0
7C7A3B_2023-04-04_13-43-27_0_1.wav,55,2023-04-04,0,1,7C7A3B,0
7C6D31_2023-04-04_13-48-26_0_1.wav,60,2023-04-04,0,1,7C6D31,0
7C6B37_2023-04-04_14-13-49_0_1.wav,60,2023-04-04,0,1,7C6B37,0
7C1C44_2023-04-04_14-20-23_0_1.wav,55,2023-04-04,1,1,7C1C44,0
7C6B28_2023-04-04_14-24-04_0_1.wav,60,2023-04-04,0,1,7C6B28,0
7C6DD7_2023-04-04_14-28-48_0_1.wav,55,2023-04-04,0,1,7C6DD7,0
7C6DE5_2023-04-04_14-32-16_0_1.wav,60,2023-04-04,2,1,7C6DE5,0
76CD11_2023-04-05_09-33-42_0_1.wav,50,2023-04-05,1,1,76CD11,0
7C6D38_2023-04-05_09-37-39_0_1.wav,60,2023-04-05,1,1,7C6D38,0
7C7C9B_2023-04-05_11-13-31_0_1.wav,50,2023-04-05,0,1,7C7C9B,0
7C68B6_2023-04-05_11-21-27_0_1.wav,60,2023-04-05,1,1,7C68B6,0
7C6786_2023-04-05_11-24-42_0_1.wav,50,2023-04-05,1,1,7C6786,0
7C6DB9_2023-04-05_11-28-27_0_1.wav,50,2023-04-05,1,1,7C6DB9,0
7C6C96_2023-04-05_11-47-51_0_1.wav,60,2023-04-05,1,1,7C6C96,0
7C776F_2023-04-05_11-56-55_0_1.wav,40,2023-04-05,2,1,7C776F,0
7C7C16_2023-04-05_12-23-11_0_1.wav,55,2023-04-05,0,1,7C7C16,0
7C4319_2023-04-06_14-07-21_0_1.wav,45,2023-04-06,1,1,7C4319,0
7C7BD9_2023-04-06_14-18-28_0_1.wav,35,2023-04-06,0,1,7C7BD9,0
7C7803_2023-04-06_14-33-04_0_1.wav,45,2023-04-06,1,1,7C7803,0
7C752F_2023-04-06_14-34-52_0_1.wav,45,2023-04-06,0,1,7C752F,0
7C68CE_2023-04-06_14-39-37_0_1.wav,55,2023-04-06,1,1,7C68CE,0
7C68A1_2023-04-06_14-59-08_0_1.wav,60,2023-04-06,2,1,7C68A1,0
7C68AE_2023-04-06_15-23-33_0_1.wav,45,2023-04-06,1,1,7C68AE,0
7C68B9_2023-04-06_15-29-25_0_1.wav,50,2023-04-06,0,1,7C68B9,0
7C5E4D_2023-04-06_15-31-35_0_1.wav,50,2023-04-06,2,1,7C5E4D,0
7C6A62_2023-04-06_15-34-45_0_1.wav,60,2023-04-06,0,1,7C6A62,0
06A1C0_2023-04-06_15-40-01_0_1.wav,60,2023-04-06,1,1,06A1C0,0
7C6277_2023-04-06_15-42-52_0_1.wav,35,2023-04-06,0,1,7C6277,0
7C7AB3_2023-04-06_15-52-24_0_1.wav,60,2023-04-06,1,1,7C7AB3,0
7CADD5_2023-04-06_15-58-41_0_1.wav,40,2023-04-06,1,1,7CADD5,0
7C79BB_2023-04-06_16-05-59_0_1.wav,30,2023-04-06,0,1,7C79BB,0
7C2BA8_2023-04-06_16-19-03_0_1.wav,50,2023-04-06,2,1,7C2BA8,0
7C2699_2023-04-06_16-24-15_0_1.wav,30,2023-04-06,1,1,7C2699,0
7C7A3D_2023-04-06_16-46-01_0_1.wav,50,2023-04-06,0,1,7C7A3D,0
7C6D99_2023-04-06_16-54-27_0_1.wav,40,2023-04-06,1,1,7C6D99,0
7C7AAB_2023-04-06_17-04-13_0_1.wav,45,2023-04-06,1,1,7C7AAB,0
7C49DA_2023-04-06_17-12-53_0_1.wav,40,2023-04-06,1,1,7C49DA,0
7C6B37_2023-04-06_17-20-03_0_1.wav,60,2023-04-06,1,1,7C6B37,0
7C2BF9_2023-04-06_17-23-39_0_1.wav,40,2023-04-06,1,1,7C2BF9,0
7C6C9B_2023-04-06_17-28-25_0_1.wav,60,2023-04-06,2,1,7C6C9B,0
7C6DE9_2023-04-06_17-31-45_0_1.wav,45,2023-04-06,0,1,7C6DE9,0
7C1CA2_2023-04-06_17-39-15_0_1.wav,15,2023-04-06,1,1,7C1CA2,0
7C7798_2023-04-06_17-42-42_0_1.wav,40,2023-04-06,2,1,7C7798,0
7C2BEE_2023-04-06_17-47-26_0_1.wav,50,2023-04-06,2,1,7C2BEE,0
7C6C56_2023-04-06_17-55-04_0_1.wav,40,2023-04-06,1,1,7C6C56,0
7C2BC5_2023-04-06_18-07-35_0_1.wav,45,2023-04-06,0,1,7C2BC5,0
7C7AA0_2023-04-06_18-10-57_0_1.wav,50,2023-04-06,0,1,7C7AA0,0
7C6DD4_2023-04-06_18-22-09_0_1.wav,60,2023-04-06,0,1,7C6DD4,0
7C6DBB_2023-04-06_18-27-35_0_1.wav,50,2023-04-06,1,1,7C6DBB,0
7C4320_2023-04-06_18-33-05_0_1.wav,40,2023-04-06,1,1,7C4320,0
7C752F_2023-04-06_18-35-37_0_1.wav,50,2023-04-06,2,1,7C752F,0
7C74AD_2023-04-06_18-37-55_0_1.wav,35,2023-04-06,1,1,7C74AD,0
7C6DBA_2023-04-06_18-43-04_0_1.wav,55,2023-04-06,2,1,7C6DBA,0
7C6D2F_2023-04-06_18-45-54_0_1.wav,50,2023-04-06,0,1,7C6D2F,0
7C80AD_2023-04-06_18-53-01_0_1.wav,45,2023-04-06,1,1,7C80AD,0
7C68B4_2023-04-06_18-55-56_0_1.wav,50,2023-04-06,2,1,7C68B4,0
06A063_2023-04-06_19-00-54_0_1.wav,60,2023-04-06,2,1,06A063,0
7C68CB_2023-04-06_19-03-05_0_1.wav,50,2023-04-06,0,1,7C68CB,0
7C6D8D_2023-04-06_19-06-19_0_1.wav,40,2023-04-06,2,1,7C6D8D,0
7C68A1_2023-04-06_19-08-38_0_1.wav,45,2023-04-06,2,1,7C68A1,0
7C627A_2023-04-06_19-10-42_0_1.wav,45,2023-04-06,2,1,7C627A,0
7C7AD2_2023-04-06_19-13-37_0_1.wav,30,2023-04-06,1,1,7C7AD2,0
76CD11_2023-04-07_07-07-54_0_1.wav,50,2023-04-07,0,1,76CD11,0
7C6277_2023-04-07_07-11-50_0_1.wav,45,2023-04-07,2,1,7C6277,0
